,word,frequency
1772,pleased,34
1773,simple,29
1774,cluttering,1
1775,asked,628
1776,flip,128
1777,marked,14
1778,supplying,2
1779,instance,12
1780,notice,112
1781,fixated,3
1782,enjoy,79
1783,climbing,204
1784,obviously,45
1785,writing,323
1786,giving,511
1787,add,123
1788,summer,390
1789,noticing,18
1790,knowing,14
1791,several,47
1792,character,21
1793,motor,129
1794,odd,33
1795,introduced,9
1796,twohanded,2
1797,ding,304
1798,regular,168
1799,interchangeably,2
1800,fact,177
1801,tank,115
1802,originally,9
1803,frankly,3
1804,television,175
1805,husband,59
1806,fool,50
1807,general,29
1808,reminded,20
1809,handicapped,1
1810,tested,5
1811,canton,1
1812,association,6
1813,test,94
1814,environment,4
1815,inappropriate,4
1816,interpret,1
1817,whence,1
1818,activity,13
1819,quieter,14
1820,ti,16
1821,concept,24
1822,counting,119
1823,learn,567
1824,routine,20
1825,gym,63
1826,class,332
1827,speaking,54
1828,nursing,83
1829,amused,4
1830,conversation,50
1831,sophisticated,10
1832,teach,298
1833,accept,5
1834,sex,11
1835,agent,5
1836,urge,1
1837,initiated,1
1838,manually,1
1839,dextrous,1
1840,belt,171
1841,interaction,6
1842,wise,33
1843,become,81
1844,entered,8
1845,vigorously,2
1846,investigating,1
1847,stove,237
1848,huge,160
1849,array,2
1850,slightest,3
1851,aback,1
1852,wheelbarrow,48
1853,proving,2
1854,bother,124
1855,neuter,1
1856,obvious,10
1857,twenty,655
1858,imitate,12
1859,hated,7
1860,delay,3
1861,oftentimes,4
1862,response,10
1863,particular,44
1864,father,367
1865,human,66
1866,stock,13
1867,phrase,13
1868,separate,47
1869,inlaw,13
1870,connect,41
1871,recognizing,2
1872,regressing,2
1873,nursery,104
1874,nephew,18
1875,loved,112
1876,hoping,40
1877,beyond,33
1878,belief,2
1879,cousin,137
1880,terribly,21
1881,pole,132
1882,opposed,9
1883,sand,458
1884,creatively,2
1885,creative,8
1886,rote,1
1887,connecting,4
1888,aswell,46
1889,undress,7
1890,operation,11
1891,opera,12
1892,super,222
1893,spontaneously,4
1894,discussion,11
1895,dentist,98
1896,eluded,2
1897,symbiotic,1
1898,relationship,1
1899,enjoyed,12
1900,rude,29
1901,prior,5
1902,cracked,54
1903,walt,5
1904,slew,1
1905,basically,41
1906,lolly,30
1907,weird,119
1908,shabby,2
1909,perfectly,53
1910,folded,33
1911,cotton,48
1912,material,29
1913,pooh,617
1914,homemade,9
1915,plastic,208
1916,bright,164
1917,civilization,1
1918,booby,17
1919,obi,20
1920,pata,1
1921,terrible,230
1922,language,96
1923,hokeypokey,4
1924,stopped,232
1925,york,192
1926,afterwards,65
1927,recorder,778
1928,incessantly,1
1929,mice,214
1930,selection,6
1931,interest,28
1932,untying,6
1933,case,206
1934,desire,4
1935,growing,203
1936,helped,160
1937,bush,113
1938,luckily,15
1939,flair,2
1940,drawing,438
1941,eats,262
1942,ink,68
1943,given,53
1944,hardest,25
1945,ton,11
1946,exactly,321
1947,sense,120
1948,identify,8
1949,jam,157
1950,certain,72
1951,example,33
1952,yelling,95
1953,outdoors,58
1954,liver,11
1955,practiced,9
1956,fascination,3
1957,playpen,69
1958,unbreakable,2
1959,bathroom,541
1960,reference,6
1961,struggle,6
1962,totally,105
1963,undressing,1
1964,band,110
1965,ocean,223
1966,shark,191
1967,appreciate,31
1968,perspective,2
1969,dive,32
1970,snowed,13
1971,experience,15
1972,teaching,56
1973,order,155
1974,memory,60
1975,rhyming,19
1976,rhyme,66
1977,september,81
1978,ninth,41
1979,acquired,1
1980,large,87
1981,type,155
1982,chain,79
1983,imagination,28
1984,unlike,7
1985,older,196
1986,beginner,2
1987,steer,20
1988,explain,92
1989,mechanical,3
1990,equipment,38
1991,deal,202
1992,younger,43
1993,group,155
1994,versus,8
1995,developing,2
1996,sesame,96
1997,worn,37
1998,bothered,15
1999,coloring,182
2000,imagine,72
2001,vine,18
2002,necessary,17
2003,dish,168
2004,sectioned,1
2005,fork,332
2006,tennis,125
2007,untied,32
2008,buttoning,8
2009,buckling,2
2010,pullover,2
2011,elastic,39
2012,corduroy,94
2013,nudist,2
2014,unless,164
2015,unzipping,1
2016,whereas,4
2017,grabbed,48
2018,automatically,2
2019,exchanged,1
2020,ended,37
2021,opposite,69
2022,tangling,1
2023,slick,7
2024,fuzzy,209
2025,clay,160
2026,easiest,17
2027,cutest,19
2028,babysitter,61
2029,exposed,7
2030,occurred,6
2031,loving,25
2032,memorize,3
2033,list,155
2034,clicking,14
2035,vividly,1
2036,colored,97
2037,connection,7
2038,event,3
2039,drawers,73
2040,dresser,35
2041,orderly,1
2042,immediately,17
2043,excited,223
2044,cord,134
2045,follow,135
2046,novelty,2
2047,mood,67
2048,losing,71
2049,pester,2
2050,continually,3
2051,effort,13
2052,glasses,502
2053,broke,589
2054,cheek,91
2055,term,17
2056,broad,10
2057,entice,1
2058,dozen,32
2059,function,5
2060,attractive,8
2061,main,37
2062,particularly,20
2063,intrigued,2
2064,player,110
2065,preschool,247
2066,outdoor,11
2067,involved,13
2068,unload,15
2069,dishwasher,46
2070,handing,13
2071,potted,1
2072,plant,269
2073,thick,72
2074,thin,86
2075,grabbing,40
2076,compare,6
2077,abstract,10
2078,bored,68
2079,towards,97
2080,treat,138
2081,observing,1
2082,storm,100
2083,gobbledygook,1
2084,clearer,5
2085,unconcerned,1
2086,pronounced,3
2087,pronunciation,9
2088,naturally,9
2089,act,78
2090,perform,8
2091,viewpoint,1
2092,proper,31
2093,stranger,15
2094,talkative,28
2095,present,611
2096,ability,11
2097,curious,82
2098,pressed,25
2099,primarily,4
2100,repetition,2
2101,wondering,106
2102,correspondence,1
2103,demonstrate,2
2104,area,51
2105,semicircle,7
2106,arranged,8
2107,happily,42
2108,observed,1
2109,doorway,23
2110,wondered,47
2111,discussed,7
2112,counted,39
2113,removed,10
2114,forgotten,44
2115,whereupon,1
2116,advanced,10
2117,formal,3
2118,sequential,1
2119,neither,58
2120,daughter,130
2121,quizzed,1
2122,questionable,1
2123,pleasure,26
2124,encourage,7
2125,promote,1
2126,uncommon,2
2127,uneven,9
2128,initiate,1
2129,initiative,1
2130,substituted,2
2131,earlier,110
2132,amazing,74
2133,re,24
2134,recommended,3
2135,bristle,2
2136,incredibly,7
2137,perpendicular,1
2138,construct,2
2139,result,3
2140,regularly,9
2141,felt,149
2142,expensive,75
2143,spend,82
2144,doubling,1
2145,acquiesced,1
2146,buck,87
2147,ninety,77
2148,principle,7
2149,ways,83
2150,playroom,58
2151,seek,55
2152,volunteer,4
2153,comfortable,143
2154,corner,322
2155,categorical,1
2156,jumbled,1
2157,sale,117
2158,fifty,210
2159,beau,1
2160,urged,1
2161,capable,4
2162,climbed,131
2163,dismantle,1
2164,youth,4
2165,containable,1
2166,visiting,47
2167,problem,408
2168,knowledge,11
2169,boring,66
2170,emote,1
2171,normally,27
2172,lack,7
2173,compared,15
2174,zoological,2
2175,spring,151
2176,fairly,17
2177,silent,21
2178,indicate,1
2179,shopping,291
2180,miserable,15
2181,sexual,3
2182,subject,13
2183,label,32
2184,likewise,2
2185,incase,47
2186,context,3
2187,recite,3
2188,vintage,2
2189,content,9
2190,golden,63
2191,hansel,3
2192,able,474
2193,enjoying,39
2194,harness,13
2195,buttonhole,1
2196,buttoned,5
2197,control,68
2198,inanimate,1
2199,extent,1
2200,imaginary,4
2201,mannequin,1
2202,starved,4
2203,attack,56
2204,gastroenteritis,1
2205,nightmare,10
2206,kept,169
2207,killing,20
2208,delighted,11
2209,noodle,99
2210,encouraging,2
2211,verbalize,1
2212,supply,7
2213,patted,7
2214,attraction,2
2215,walked,187
2216,woman,216
2217,applesauce,198
2218,repeated,6
2219,repeating,6
2220,wave,212
2221,dismay,2
2222,handle,189
2223,smelled,14
2224,session,29
2225,nervous,54
2226,structure,4
2227,jewelry,18
2228,unconsciously,1
2229,repertoire,1
2230,limit,7
2231,imitating,8
2232,precisely,5
2233,bobby,73
2234,carried,58
2235,direction,59
2236,cabinet,83
2237,useful,34
2238,bran,26
2239,grape,186
2240,october,42
2241,fifth,57
2242,basic,13
2243,conscious,7
2244,extraordinary,2
2245,gathered,14
2246,pony,207
2247,probing,1
2248,grammatically,1
2249,grammatical,2
2250,intuit,1
2251,pin,157
2252,underpants,73
2253,drape,8
2254,becomes,16
2255,necessarily,21
2256,rarely,4
2257,lock,123
2258,narrow,47
2259,virtually,1
2260,nonexistent,2
2261,doubt,49
2262,approached,13
2263,driveway,39
2264,extraordinarily,1
2265,lifepreserver,3
2266,deep,191
2267,using,345
2268,expect,48
2269,accustomed,1
2270,bookcase,52
2271,answered,41
2272,lucky,236
2273,concentrating,8
2274,primary,4
2275,delineate,1
2276,criteria,2
2277,curly,90
2278,faster,183
2279,closely,8
2280,winter,208
2281,owned,9
2282,grasp,4
2283,exert,1
2284,pressure,23
2285,exchange,6
2286,correctly,22
2287,territorial,1
2288,nightgown,43
2289,willing,17
2290,note,44
2291,cryptic,1
2292,unbearable,1
2293,including,20
2294,third,159
2295,predictable,1
2296,labelling,2
2297,learning,123
2298,fresh,233
2299,realistic,2
2300,ambivalence,1
2301,itself,86
2302,incessant,1
2303,opener,22
2304,actual,18
2305,chin,229
2306,somewhat,10
2307,receiver,25
2308,prepare,24
2309,weekend,257
2310,relaxing,14
2311,energy,48
2312,belatedly,1
2313,mutilate,1
2314,blouse,38
2315,allow,14
2316,runner,14
2317,afternoon,260
2318,dressing,40
2319,hour,247
2320,distressed,3
2321,apartment,32
2322,locked,119
2323,domain,1
2324,bathing,74
2325,suit,207
2326,twice,60
2327,washed,240
2328,hardly,74
2329,distinguished,3
2330,tying,32
2331,tied,105
2332,simpler,1
2333,frightened,51
2334,associated,32
2335,confuse,7
2336,segment,6
2337,mention,15
2338,encompass,1
2339,separation,1
2340,depending,6
2341,distinguish,6
2342,constellation,1
2343,behavior,12
2344,successful,7
2345,lining,16
2346,clapping,58
2347,truthfully,2
2348,common,29
2349,ss,46
2350,consistent,6
2351,hook,283
2352,suggestion,13
2353,sucking,32
2354,ne,8
2355,offhand,1
2356,during,119
2357,educational,3
2358,negative,4
2359,fault,43
2360,tripping,14
2361,harmful,5
2362,imitative,1
2363,lipstick,57
2364,blush,7
2365,st,17
2366,characteristic,1
2367,oatmeal,332
2368,sunflower,19
2369,chose,41
2370,check,607
2371,bubble,218
2372,gum,232
2373,tooth,213
2374,underneath,269
2375,bubblegummed,1
2376,apron,85
2377,niece,15
2378,mixing,82
2379,shortening,7
2380,sugar,522
2381,flour,106
2382,cookbook,27
2383,mix,285
2384,sink,259
2385,hotter,10
2386,soap,360
2387,recipe,24
2388,measure,102
2389,quarter,145
2390,terrific,148
2391,stir,174
2392,sneaker,18
2393,sneak,41
2394,eighth,30
2395,divide,12
2396,measuring,56
2397,sweeter,6
2398,mop,94
2399,towel,559
2400,lump,27
2401,tasted,38
2402,perfect,159
2403,garbage,440
2404,baking,56
2405,salt,195
2406,handy,19
2407,certainly,160
2408,tilt,8
2409,halved,3
2410,tasting,14
2411,bake,139
2412,flavor,89
2413,cherry,112
2414,sheet,72
2415,mud,220
2416,kneel,16
2417,hundred,240
2418,thirty,436
2419,sixty,56
2420,marker,55
2421,cross,158
2422,sixteen,89
2423,worm,182
2424,sailboat,67
2425,aside,19
2426,rate,6
2427,grasshopper,58
2428,eager,2
2429,imaginative,1
2430,badly,25
2431,sooner,17
2432,skunking,1
2433,beat,194
2434,dark,519
2435,mummy,293
2436,mad,467
2437,worried,133
2438,describe,23
2439,grandmother,51
2440,shoulder,72
2441,beside,83
2442,score,21
2443,randy,11
2444,rewind,16
2445,gate,209
2446,recording,211
2447,fry,56
2448,pacifier,34
2449,lamb,346
2450,blowing,227
2451,wiping,66
2452,dusting,7
2453,trade,98
2454,fox,333
2455,kangaroo,358
2456,mole,23
2457,seal,123
2458,skunk,89
2459,eagle,31
2460,pence,3
2461,yo,63
2462,seep,1
2463,wheel,578
2464,pushed,143
2465,koko,10
2466,benny,16
2467,calf,90
2468,pulling,263
2469,cart,140
2470,hay,148
2471,lotion,95
2472,belly,530
2473,spray,83
2474,taxi,77
2475,conditioner,11
2476,bead,61
2477,carpet,116
2478,sport,34
2479,attach,76
2480,bloom,11
2481,tock,67
2482,dust,83
2483,bulldozer,104
2484,laughing,207
2485,broom,170
2486,battery,201
2487,money,1395
2488,bank,120
2489,seesaw,165
2490,diapered,2
2491,bump,538
2492,cocoa,90
2493,propeller,41
2494,fight,256
2495,plug,96
2496,lifted,27
2497,tinker,14
2498,pussy,74
2499,impressed,38
2500,bees,170
2501,snail,92
2502,sharp,203
2503,sweeping,39
2504,toot,300
2505,sofa,86
2506,zoom,293
2507,bus,1237
2508,suitcase,162
2509,men,271
2510,tunnel,353
2511,chimney,122
2512,pliers,69
2513,pinch,126
2514,fixing,233
2515,aka,1
2516,coughing,55
2517,trainman,1
2518,road,470
2519,stool,187
2520,ripped,89
2521,newspaper,77
2522,crossed,24
2523,tangled,109
2524,wire,130
2525,bend,137
2526,donkey,379
2527,shine,39
2528,daw,6
2529,master,38
2530,thousand,71
2531,cube,88
2532,pen,633
2533,barking,99
2534,policeman,414
2535,mailman,105
2536,click,142
2537,drew,159
2538,cottage,44
2539,jennifer,317
2540,mashed,62
2541,potatoes,159
2542,burn,101
2543,greased,1
2544,finishing,20
2545,drunk,27
2546,harmonica,22
2547,smash,33
2548,thermos,10
2549,surprise,263
2550,razor,29
2551,dryer,64
2552,checking,82
2553,hammering,37
2554,drill,82
2555,gently,141
2556,garble,2
2557,spoil,20
2558,scream,118
2559,banging,115
2560,whew,54
2561,musical,53
2562,visit,434
2563,soldier,57
2564,hut,36
2565,lens,14
2566,telescope,47
2567,print,18
2568,barn,468
2569,backwards,312
2570,lamp,91
2571,fitting,13
2572,bike,452
2573,pack,210
2574,pete,344
2575,godfather,7
2576,hall,99
2577,tag,73
2578,junk,73
2579,rubber,193
2580,downtown,28
2581,near,342
2582,laundry,209
2583,exciting,141
2584,disaster,18
2585,plugged,54
2586,stepped,91
2587,tiniest,8
2588,decorate,30
2589,bounced,17
2590,golf,104
2591,confusing,25
2592,mash,114
2593,flag,87
2594,professional,4
2595,juggle,10
2596,ceiling,118
2597,gib,11
2598,wrote,130
2599,cement,57
2600,mixer,84
2601,raining,314
2602,til,75
2603,taping,124
2604,reel,17
2605,sneeze,78
2606,curled,14
2607,wool,95
2608,fatter,12
2609,unwrap,10
2610,pedal,20
2611,rubbing,43
2612,hearing,46
2613,nana,329
2614,overloaded,1
2615,crowded,47
2616,blocking,12
2617,toll,1
2618,traffic,55
2619,caved,3
2620,flexible,3
2621,parking,49
2622,filling,29
2623,nosy,13
2624,staring,23
2625,shade,62
2626,unwinding,4
2627,winding,25
2628,fragile,23
2629,tore,50
2630,index,20
2631,busdriver,4
2632,pinkie,28
2633,radiator,25
2634,bouncing,102
2635,calm,116
2636,screwdriver,300
2637,wrench,139
2638,screw,385
2639,steering,71
2640,tire,363
2641,unscrew,81
2642,mechanic,27
2643,automobile,10
2644,insult,1
2645,bolt,106
2646,wrinkled,19
2647,wrinkle,4
2648,hood,73
2649,purpose,59
2650,grounds,10
2651,vehicle,11
2652,crumble,8
2653,melting,25
2654,crawling,117
2655,active,13
2656,toward,60
2657,string,415
2658,entertaining,4
2659,inventive,1
2660,rinse,77
2661,rinsed,11
2662,hopeless,3
2663,mumbling,16
2664,bandage,21
2665,forward,88
2666,dumped,58
2667,mary,251
2668,spit,221
2669,swallow,116
2670,pheasant,2
2671,colorful,32
2672,strictly,1
2673,piano,206
2674,awful,202
2675,considering,10
2676,smoke,175
2677,giddy,72
2678,acrobat,7
2679,spare,79
2680,tightened,5
2681,choke,183
2682,breathe,66
2683,drippy,10
2684,bending,22
2685,meaning,19
2686,ark,55
2687,anteater,13
2688,hippopotamus,97
2689,screwing,10
2690,written,32
2691,messing,80
2692,drip,73
2693,halfway,21
2694,operator,12
2695,magazine,158
2696,jenny,296
2697,copyright,4
2698,nineteen,91
2699,tow,81
2700,trick,252
2701,form,22
2702,slipper,118
2703,giraffe,412
2704,reindeer,87
2705,feedback,2
2706,gorilla,120
2707,tool,137
2708,church,145
2709,punching,17
2710,heehaw,88
2711,snapping,17
2712,search,33
2713,stale,25
2714,jay,99
2715,bluebird,15
2716,gobble,162
2717,lizard,96
2718,borrow,67
2719,permanently,3
2720,te,22
2721,whispering,54
2722,funnier,4
2723,mail,524
2724,typewriter,20
2725,worse,86
2726,beeping,16
2727,sneezed,35
2728,crowd,22
2729,runway,12
2730,entering,1
2731,advice,13
2732,gas,266
2733,station,205
2734,connected,24
2735,fussing,98
2736,cheered,18
2737,trash,252
2738,flushed,3
2739,eyebrow,31
2740,ruin,53
2741,appetite,11
2742,shatter,1
2743,burnt,21
2744,compromise,3
2745,backing,26
2746,grip,12
2747,extra,189
2748,fare,7
2749,beautifier,1
2750,handed,26
2751,horseman,1
2752,curve,29
2753,dumping,36
2754,squeaky,74
2755,suppose,168
2756,unglued,1
2757,dumb,97
2758,explicit,3
2759,argue,13
2760,future,8
2761,tense,7
2762,lip,72
2763,teeny,81
2764,message,88
2765,mistaken,9
2766,switching,10
2767,glutton,2
2768,punishment,18
2769,sharpie,1
2770,cracking,27
2771,emptied,13
2772,bypass,1
2773,baloney,50
2774,whichever,18
2775,choice,86
2776,restless,10
2777,desperation,2
2778,decision,17
2779,strangely,3
2780,ignoring,17
2781,buddy,332
2782,slot,25
2783,alike,44
2784,barrel,135
2785,thoughtful,10
2786,pretended,23
2787,trading,5
2788,traded,13
2789,glove,68
2790,wallet,60
2791,delivery,28
2792,mattress,63
2793,spin,284
2794,reformed,1
2795,decorated,7
2796,misery,3
2797,reaching,70
